project_id,product_name,source_candidate,priority,required_close_read_output,blocked_claim_type
mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),Omega and the End of the Universe,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,(Praeger Security International) Richard D. Fisher Jr. China's Military Modernization Building for Regional and Global Reach Praeger (2008) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-aigov-nav,AI Governance Navigator,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-aiintel-cycle,AI Intelligence Cycle,(Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-aiknowledge-prod,AI Knowledge Production,DAVID KAISER Cold War requisitions scientific manpower and the production of American physicists after World War II PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-aiprompt-eng,AI Prompt Engineering,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-aishared-instruments,AI Shared Instruments,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
