project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,source-to-output bridge,"Battle Ready (2004) Clancy, Tom Nf Commanders",repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: ISC Symposium Command,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-handoff,Chamber of Refractions,counter-source or limitation,Libraries of the Mind,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Chamber of Refractions,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-handoff,Chamber of Refractions,evaluation standard,Libraries of the Mind,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Chamber of Refractions,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-handoff,Chamber of Refractions,source-to-output bridge,Encyclopedia of World History,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Chamber of Refractions,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-of-record-handoff,Chamber of Record,counter-source or limitation,Encyclopedia of GIS,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Chamber of Record,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-of-record-handoff,Chamber of Record,evaluation standard,Libraries of the Mind,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Chamber of Record,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-chamber-of-record-handoff,Chamber of Record,source-to-output bridge,Building Imaginary Worlds,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Chamber of Record,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-codex-prism-handoff-v1,Codex Prism,counter-source or limitation,Peace Education From the Grassroots,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Codex Prism,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-codex-prism-handoff-v1,Codex Prism,evaluation standard,Principles of Microeconomics,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Codex Prism,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-murano-codex-prism-handoff-v1,Codex Prism,source-to-output bridge,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Codex Prism,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
