execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-7204BDEC5B2C,PC-6D2CA188377B,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E37410CCEA8C,PC-228614E737AC,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3D4DD7A6A5A9,PC-6A0B2E718F01,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D339D9EC9DD9,PC-71C169C61409,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-C2322C0AA21C,PC-C8D51393DE56,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E7F30428738E,PC-52E839F42932,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F9CA96580C3A,PC-C972C1C9B5AB,mb-internal-operating-support-015,Internal Operating Support Packet 015,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A1C0621810AA,PC-7887BC52C979,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B71B57DBFCAA,PC-5DE7E5FB4537,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7A3E9952A110,PC-38AD54011EE5,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-B51A13EB9210,PC-39A90E93F270,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-35A915E11C9D,PC-74B8B36490BE,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4D8E8A722E10,PC-6C3C5B4B99D9,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-66A0440CADDC,PC-E481144F0519,mb-internal-operating-support-016,Internal Operating Support Packet 016,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DBD80F42344E,PC-2332C9613C5D,mb-internal-operating-support-017,Internal Operating Support Packet 017,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-0260E1856B99,PC-1B4643849B12,mb-internal-operating-support-017,Internal Operating Support Packet 017,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F2F1DBC7A881,PC-BB920B387923,mb-internal-operating-support-017,Internal Operating Support Packet 017,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-402AB7F3BA33,PC-0C21F166DFAF,mb-internal-operating-support-017,Internal Operating Support Packet 017,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D0C9C8DF3358,PC-889DA76F11E7,mb-internal-operating-support-017,Internal Operating Support Packet 017,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
