binding_id,project_id,product_name,assigned_source_candidate,bibliographic_status,bibliographic_note,required_action,claim_blocked_until_done
SB-231633BDF4AE,mb-internal-operating-support-031,Internal Operating Support Packet 031,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E1757CCA9840,mb-internal-operating-support-032,Internal Operating Support Packet 032,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-AF1FAFEF64E4,mb-internal-operating-support-032,Internal Operating Support Packet 032,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-061C31B96600,mb-internal-operating-support-032,Internal Operating Support Packet 032,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-150255FC0E19,mb-internal-operating-support-032,Internal Operating Support Packet 032,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-1281C1CCC18D,mb-internal-operating-support-032,Internal Operating Support Packet 032,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-7CEDAFBD63DE,mb-internal-operating-support-032,Internal Operating Support Packet 032,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-00016CAA9B61,mb-internal-operating-support-032,Internal Operating Support Packet 032,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9EF203F6AD40,mb-internal-operating-support-033,Internal Operating Support Packet 033,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-2CF7D2432090,mb-internal-operating-support-033,Internal Operating Support Packet 033,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9B6A5BBAF989,mb-internal-operating-support-033,Internal Operating Support Packet 033,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
