close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-682DDA750C9B,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,technical mechanism,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B065A80F474B,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,adversarial model,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DCAC04077889,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,evaluation standard,Routledge Handbook of Forest Ecology,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EE13F1DDF064,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,counter-source or limitation,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EEF7F00CC761,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,source-to-output bridge,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-477888FA07AC,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",method authority,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B80A91FAF726,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",technical mechanism,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E0109C705997,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",adversarial model,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7B72FC1038B5,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",evaluation standard,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C7253EE7E56B,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",counter-source or limitation,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FCA3EDF4B90B,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",source-to-output bridge,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-69C1EB4D4975,mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),method authority,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3F3D67FAB301,mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),technical mechanism,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
